,Post,Labels Set
86,কোরানার দিকে স্থানান্তর অফার ফেরত নিয়েছে কোম্পানিরা ছাত্র সংঘর্ষিত https//tco/qRgKcLnkpl,non-hostile
87,RT @_Pb_swain_ গত ৬ বছর ধরে কংগ্রেস কোন রাজনৈতিক দল নয় একটি গোপন ইসলামিক সংগঠন।,"hate,offensive"
88,কান্নাের দরজা ধ্বংস করা গণতন্ত্রের উপর একটি আক্রমণ হনআর কুরআন-২৭ ততগুজরাতে দরিদ্রের বাড়ির আগের দরজা তৈরি করে কোন গণতন্ত্র নিরাপদ হয়ে গিয়েছিল।,hate
89,কফয়েল কানের ক্ষেত্রে উচ্চ আদালতের সিদ্ধান্ত ইয়োগি সরকারের অবিশ্বাস্য মুখকে বনকাবিত করে পড়ুন মনোযোগিতভাবে পড়ুন ইয়োগি জি উচ্চ আদালত বলেন “কফয়েল কানের ভাষা জাতীয় একতা এবং অকৃষ্ঠতাকে আবেদন করে” এবং ইয়োগি জি কফয়েলকে জাতীয় দাস ঘোষণা করে “শর্মান” #drkafeelkhan https//tco/nB9Jhlvm93,non-hostile
90,বিহারের প্রথম এক্সপ্রেস তারা নির্মাণের পথ ছিল পরিষ্কার এবং জায়ানগার থেকে জায়ানগার পর্যন্ত হবে ফোরেলেন রাস্তা#Bihar #Expressway #Aurangabad https//tco/Gg9hxfpCnf,non-hostile
91,দেশে #Corona সংক্রমণের গ্রাফে সর্বোচ্চ Maharashtra IMA বলেছেন- মানুষের মধ্যে ভয় এবং হাসপাতাল ড্রাগ টেস্টিং এবং অক্সিজেনের অভাব থেকে সমস্যাhttps//tco/AUNbJmwB2q,non-hostile
92,এটি একটি সংক্রমণ রোগ যা কেউ হতে পারে তাই সতর্ক থাকুন সতর্ক থাকুন আমাদের নিজের রক্ষা করতে হবে। সংক্রমণ থেকে রক্ষা করার পদ্ধতি আমরা এবং শক্তিশালীভাবে গ্রহণ ACS চিকিৎসা এবং স্বাস্থ্য Mr. Amit Mohan Prasad G@ShishirGoUP,non-hostile
93,RT @_Pb_swain_ আজ একটি ইলেকট্রিকের দোকানে গিয়ে বললেন একটি রাহুল দাও তিনি দ্রুত একটি টিউবলাইট দাও আজ প্রচার ছিল না দেরি মনে হয়...,defamation
94,এই ছবিটি আঘাত করেছে আনন্দ মাদ্রারের হৃদয় তিনি নিতিন গडकরি থেকে বিশেষ গজারিশhttps//tco/5hYMCFz5Pe via @NavbharatTimes #AnandMahindra #NitinGadkari https//tco/nPeHIBtppR,non-hostile
95,আমি কৃষকদের কথা বলি এবং অনেক কিছু বলতে পারি।,fake
96,@boxervijender ভুলে যাবে না ভাই আমি মডির ক্যাথার সমর্থক হয়েছিলাম কিন্তু এই দিনগুলোতে সলা এতটা মন ঘুরে গেছে যে শুধু মডির নাম থেকেই ঘৃণা হতে শুরু করেছিলেন মা কসম,offensive
97,"তখন প্রশ্ন উঠছে যে, যার বিচারপতি জমা দিয়েছিলেন, যদি শিকার একই বিচারপতির মেয়ে হতো তাহলেও সে বিচারপতি জমা দিয়েছিলেন কি মিথ্যা আছে এমন বিচারপতিদের উপর।","defamation,hate,offensive"
98,@RajeshpandeyAm @amethipolice - প্রার্থনা এবং প্রয়োজনীয় পদক্ষেপের জন্য।,non-hostile
99,ধর্ম পরিবর্তনের মাধ্যমে বিয়ে বা শরীরের সাথে সম্পর্কিত मामलों की जांच করবে SIT.#UttarPradesh #Kanpur https//tco/26r4SLvjrH,non-hostile
100,"@MVenkaiahNaidu #PranabMukherjee এর মৃত্যুর জন্য গভীর দুঃখ প্রকাশ করে বলেন, তিনি যে প্রতিটি দায়িত্বের মর্যাদা এবং দক্ষতা সঙ্গে সুবিধাজন করেছিলেন, তার মৃত্যুর সাথে ভারত একটি সেরা নেতা হারিয়েছে https//tco/K5ivtqfe7M https//tco/K6MXLfak6I",non-hostile
