,Post,Labels Set
185,Bihar here see smart toata uses smartphone on YouTube sees your favorite videoNirzhen Singh’s reporthttps//tco/H1NJTZNx8G,non-hostile
186,Home / News / The school will be closed,fake
187,The third round of the Monthly Ciro Survey to detect the spread of #Covid19 in #Delhi will begin today.,non-hostile
188,BiharElections #biharpolitics @surendarkishorehttps//tco/0m7d9Z47xC,non-hostile
189,The people under the Sharia law in West Bengal are being tortured most of the Bangladeshi Rohingya Muslims are many regions and there is no one to hear about the tortured Hindu.,fake
190,"And if you were to give us a reminder, we would be very happy.",offensive
191,RT @D_Tribal_ No worshipers' netpack recharge 🙁 🙁 Until now no one has counted the benefits of the falling economy 🙁 🙁 Follow - @Poojam...,hate
192,"In the accusation of #Amethi cow robbery, the villagers hit the thief and beat the hand-foot binding the villagers hit the thief the video of the viral police arrested the accused thief and sent the case of the Mishrouli village in the prison. @amethipolice #WorldEyesOnCBI4SSR #UPPolice #policenews",non-hostile
193,#Kasganj in the domestic dispute the youth placed the dead father instead of the big brother had the job was troubled by the economic tensions of the youth's lunar rood mosque near the case. @kasganjpolice @Uppolice #policemedianews,non-hostile
194,The property earned by the crime by the Satisfaction Remembrance and Chandan Remembrance one- a house estimated price 1 million 35 million rupees to the district Magistrate Zhuanpur's order under Section-141 Gangster Act was captured by paying the curcumin.https//tco/TbjBp8SiTH https//tco/9PZAB038x3,non-hostile
195,RT @ReshmaHindusta1 Ria was in jail in which what big thingHanshiv भट्ट are also in jail in Parliament in Hanirv Modi abroad...,offensive
196,BASKER EXCLUSIVE was running for 100 days JDYULIVOGOM’s preparation rally had already 168 million visitorshttps//tco/jJ5n99IbmB #BiharElections @Jduonline @NitishKumar,non-hostile
197,@Bebaak_Ladka @babu_saffron is the little of the sacrificed.Vaya - neighboring prostitute,"defamation,offensive"
198,Brothers to the administration say that Kushasan to say that Dishasan to say that it is an abolition regime and Hitler is royal @gireesh_ji @PankajSinghAAP @ArvindKejriwal @narendramodi @ChouhanShivraj @BansalNewsMPCG @MPTETjoining2 #GiveMPTETjoiningOrAllowToDie https//tco/qgWSzBtqpU,non-hostile
199,Bihar Jahanabad's Red has died due to its life oxygen deficiency on the border of the country #China #Ladakh #Jehanabad https//tco/jxaQKN9AI5,non-hostile
200,#CoronavirusUpdateinIndia got a big relief after record growth in new cases#COVID19 #CoronaInIndia https//tco/aoFVqjvphW,non-hostile
201,Religion in Bihar is in danger quickly go all dark https//tco/U5gXhfXtXd,hate
202,@laluprasadrjd completely misleading do something she is misleading your party in the same misleading the big leader of the 1000Gotale party in the past 15 years in Bihar promote every day press conference citing every 5 scandals asking him in Bihar asking him every day forcing him to answer,defamation
203,India will be the first country to tax on school books 😊 India will remain unread India will also be blind-bear India 👍@WasiuddinSiddi1,fake
204,"In the Corona world, Trump said - 30 thousand people will be trialed in the trial of the Astraghenica vaccine Phase 3 in the world 256 million cases https//tco/9VD972S3Jg #CoronaUpdatesOnBhaskar #COVID19 #CoronaVaccine #DonaldTrump",non-hostile
205,These dogs can ever be transferred to the public see how their house looks or not the wolf https//tco/25BQpQvFsA,offensive
206,Photo of the Last Disappearance of Pregnant Hathaway #Kerela,fake
207,Ria Inside Truth Will Come Out View Indigenous Republic of India with Sukhriata Kureti on #LIVE https//tco/G945HvzM0ZYouTube live TVhttps//tco/P8bk9R5TiX https//tco/3Kkz208kQh,non-hostile
208,#BREAKING Question arrived home after Ria Cycloverti NCB tomorrow will again QuestionView Question India with Republic of India on #LIVE https//tco/G945HvzM0ZYouTube live TVhttps//tco/P8bk9R5TiX https//tco/2mmHhr5hc0,non-hostile
209,Education is of great importance in the construction of self-dependent and modern India.With this thought we have succeeded in giving the country a new national education policy after 3 decades.These students will be linked from the root and will also give them the full power to create a global citizen. #AatmaNirbharBharat https//tco/tUTuKe351N,non-hostile
210,India's action against China#Video #PUBG_MOBILE https//tco/qshGamc1i4,non-hostile
211,GDP this year may be 20 million crore losshttps//tco/OXkM9IQxCm via @NavbharatTimes #GDP #Coronavirus https//tco/RHhwapXOlz,non-hostile
212,#BREAKING NCB facing RIA CHROVERTI'S GREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT CREAT,non-hostile
213,"After the #CWC19 defeat, Australian Captain Aaron Finch said in the last 6 months we have proved a lot@CricketAus @AaronFinch5 https//tco/GgUtjfwO5D https//tco/zMGukjcru7",non-hostile
214,@SalmanNizami_ very great comma is you so much street how hassles you how thick the skin is your ku day-to-day brushing you are the shrimp of Raul Gandhu when you are the shrimp of you are not the shrimp of where you got your visible certificate,"hate,offensive"
215,Chandigard resident Vier Singh was granted a free ration under the #Premier_Prible_Welfare_Project after taking which he thanked the government. @PMOIndia @narendramodi @DDNewsHindi @moayush @MoHFW_INDIA https//tco/yxUxL3jriL,non-hostile
216,"No matter what you say to your religion, you will not have to respect their religion, so prepare for war, let the Hindu be split into the races and prepare for war, because we will not tolerate the insult of the Hindu religion.",hate
217,It’s not going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first time I’m going to be the first.,non-hostile
218,This will also be on your pocket as well as changes in these 6 rules including investment in banking and stock market from 1 September #Banking #Investment #sharemarket,non-hostile
219,Only two easy measures can escape in India two million people from Corona's life study https//tco/h8w6aeogj0 via @NavbharatTimes #Coronavirus,non-hostile
220,I'm going to take your party ahead of you. 😂😂😂,hate
221,Hello a humble request from everyone in Bangalore that you don’t get out of your house until tomorrow morning after 10 p.m. The drug will be sprayed in the air to kill Covid-19. Share this information with all your friends in Bangalore with relatives and your families... thank you!,fake
222,Laser-based machine for self-cleaning in the same phase of metal surfaces can help prevent corrosion Description https//tco/ZyqtlrXuHP https//tco/6NR1CjcUnU,non-hostile
223,#Message_Sंधya country gave the ex-President Prnub Mukherjee an unreliable departure.The final edition in New Delhi with full military honour.India said - Chinese army conducted an excitement action in Eastern Ladakh on August 29 30 and 31.https//tco/uzEFxv1hgW,non-hostile
224,#ReportForSSR investigation the black truth of the colorful world will come to the front view the country with the Republic of India on LIVE https//tco/G945HvRmSx https//tco/za4ksxrm22,non-hostile
225,From GST in August 86 thousand 449 crore revenue storage https//tco/SSYrHC1XOu,non-hostile
226,There is a video of the terrorists captured on the bus stand in Nagpur.,fake
227,Corona is running a fake news in social media on the name of MohanBhagwat @DrMohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat @MohanBhagwat,fake
228,Amarnath travelled with the safety of the hard enthusiasm from the buses to the jammers placed https//tco/3UldmGCxzM,non-hostile
229,More than 2774801 cases of Corona have become healthy throughout the country and 42307914 samples have been tested know what is the state of #COVID19 throughout the country#IndiaFightsCorona#CoronaWatch https//tco/nokt3B0Hvp,non-hostile
230,"In the #ReportForSSR NCB questionnaire, 2 drug dealers named the brother of Ria Chkrwerti Shovik - form https//tco/3ZWM34XgGR",non-hostile
231,We are committed to infrastructure development.We will complete the plans of the Eastern Express-the Bundelkland Express-the Defence Corridor and the Ganga Express-the. https//tco/xA3AvwHLLi,non-hostile
232,The order of LG and the center will be applied. we have to fight with Corona not meeting each other. https//tco/KX2Iu0Zfww,non-hostile
233,More than 500 lions were left on the streets of Russia to ensure that people are living inside the house during the epidemic. Vladimir Putin left people about 500 lions to stay inside the house.,fake
234,This teacher will receive the State Teacher Award HTTPS//tco/AwWk2Yfpac,non-hostile
235,A chemical factory in #UttarPradesh #Agra's Sikkandra area has been burned. No one has been to have been killed. https//tco/MZveCrRppV,non-hostile
236,"For NEET/JEE and NDA examiners, the Eastern Central Railway will run 7 Intercity trains in Bihar. Trains will run between 4 September and 15 September. https//tco/FXJrR3h0ZC",non-hostile
237,"To know about the steps that the central government has taken to save jobs or give jobs during the lockdown, you will begin to see a long list of steps taken by the government.",hate
238,Yesterday via 5130 buses operated by @UPSRTCHQ 637 million people traveled ACS Home & Information Mr @AwasthiAwanishK G@ShishirGoUP,non-hostile
239,What can the corona be avoided by taking antiviral drugs #IndiaFightsCorona #COVID19 @PIB_India @PrakashJavdekar @shashidigital https//tco/JNoEGuaTZY,non-hostile
